type,count,amount,name,from,to,year,quarter,state
TOTAL,318539,156875854.55487928,Others,1593541800000,1601231400000,2020,3,telangana
TOTAL,160607487,591976601278.5154,Peer-to-peer payments,1601490600000,1609093800000,2020,4,telangana
TOTAL,143897953,81725950703.21272,Merchant payments,1601490600000,1609093800000,2020,4,telangana
TOTAL,38174710,22006183348.80398,Recharge & bill payments,1601490600000,1609093800000,2020,4,telangana
TOTAL,230134,275357720.01805824,Financial Services,1601490600000,1609093800000,2020,4,telangana
TOTAL,733503,366346176.40682477,Others,1601490600000,1609093800000,2020,4,telangana
TOTAL,185230619,95927278280.53006,Merchant payments,1609439400000,1616869800000,2021,1,telangana
TOTAL,179738195,676276353116.8419,Peer-to-peer payments,1609439400000,1616869800000,2021,1,telangana
TOTAL,46371555,26447601338.53346,Recharge & bill payments,1609439400000,1616869800000,2021,1,telangana
TOTAL,262473,320153410.17969453,Financial Services,1609439400000,1616869800000,2021,1,telangana
TOTAL,969268,387877900.5044867,Others,1609439400000,1616869800000,2021,1,telangana
TOTAL,230861833,872151973637.885,Peer-to-peer payments,1617215400000,1624818600000,2021,2,telangana
TOTAL,205232899,123207789311.2962,Merchant payments,1617215400000,1624818600000,2021,2,telangana
TOTAL,58637866,31877277168.343227,Recharge & bill payments,1617215400000,1624818600000,2021,2,telangana
TOTAL,278546,300569264.1443888,Financial Services,1617215400000,1624818600000,2021,2,telangana
TOTAL,856400,420723415.91505665,Others,1617215400000,1624818600000,2021,2,telangana
TOTAL,286735350,159227310549.39368,Merchant payments,1625077800000,1632767400000,2021,3,telangana
TOTAL,271436926,981754679241.0405,Peer-to-peer payments,1625077800000,1632767400000,2021,3,telangana
TOTAL,62744121,36434881136.01624,Recharge & bill payments,1625077800000,1632767400000,2021,3,telangana
TOTAL,235519,329138539.4612142,Financial Services,1625077800000,1632767400000,2021,3,telangana
TOTAL,1734852,543116826.3422191,Others,1625077800000,1632767400000,2021,3,telangana
TOTAL,376584215,212974766412.01556,Merchant payments,1633026600000,1640629800000,2021,4,telangana
TOTAL,331774591,1204991223519.016,Peer-to-peer payments,1633026600000,1640629800000,2021,4,telangana
TOTAL,66477036,44760398983.30789,Recharge & bill payments,1633026600000,1640629800000,2021,4,telangana
TOTAL,298871,392141743.6705663,Financial Services,1633026600000,1640629800000,2021,4,telangana
TOTAL,855060,639658842.8998816,Others,1633026600000,1640629800000,2021,4,telangana
TOTAL,86819,14079439.569905948,Recharge & bill payments,1514745000000,1522175400000,2018,1,tripura
TOTAL,44844,112229994.97675678,Peer-to-peer payments,1514745000000,1522175400000,2018,1,tripura
TOTAL,4842,672247.5881710155,Financial Services,1514745000000,1522175400000,2018,1,tripura
TOTAL,4833,6080959.882836086,Merchant payments,1514745000000,1522175400000,2018,1,tripura
TOTAL,6819,4916272.512952799,Others,1514745000000,1522175400000,2018,1,tripura
TOTAL,118171,22554398.15273035,Recharge & bill payments,1522521000000,1530124200000,2018,2,tripura
TOTAL,73821,197666881.8729688,Peer-to-peer payments,1522521000000,1530124200000,2018,2,tripura
TOTAL,9621,10570951.151568789,Merchant payments,1522521000000,1530124200000,2018,2,tripura
TOTAL,6925,1264101.904810368,Financial Services,1522521000000,1530124200000,2018,2,tripura
TOTAL,6021,4835385.634057636,Others,1522521000000,1530124200000,2018,2,tripura
TOTAL,186065,398867427.32463384,Peer-to-peer payments,1530383400000,1538073000000,2018,3,tripura
TOTAL,156308,33484811.21282282,Recharge & bill payments,1530383400000,1538073000000,2018,3,tripura
TOTAL,21476,16092396.41113394,Merchant payments,1530383400000,1538073000000,2018,3,tripura
TOTAL,8106,1080000.0112896338,Financial Services,1530383400000,1538073000000,2018,3,tripura
TOTAL,5748,4338753.080712541,Others,1530383400000,1538073000000,2018,3,tripura
TOTAL,204720,38334816.66379926,Recharge & bill payments,1538332200000,1545935400000,2018,4,tripura
TOTAL,179739,549068822.3729683,Peer-to-peer payments,1538332200000,1545935400000,2018,4,tripura
TOTAL,50888,31066467.633390322,Merchant payments,1538332200000,1545935400000,2018,4,tripura
TOTAL,6441,1023126.8205747404,Financial Services,1538332200000,1545935400000,2018,4,tripura
TOTAL,6271,5392365.973713988,Others,1538332200000,1545935400000,2018,4,tripura
TOTAL,296993,679165332.8123899,Peer-to-peer payments,1546281000000,1553711400000,2019,1,tripura
TOTAL,227997,44429378.42277926,Recharge & bill payments,1546281000000,1553711400000,2019,1,tripura
TOTAL,46642,28109966.31994779,Merchant payments,1546281000000,1553711400000,2019,1,tripura
TOTAL,4189,461473.58856435167,Financial Services,1546281000000,1553711400000,2019,1,tripura
TOTAL,5105,4728790.472138839,Others,1546281000000,1553711400000,2019,1,tripura
TOTAL,240776,751113516.2256755,Peer-to-peer payments,1554057000000,1561660200000,2019,2,tripura
TOTAL,218649,48989430.60730426,Recharge & bill payments,1554057000000,1561660200000,2019,2,tripura
TOTAL,64829,35275706.82877502,Merchant payments,1554057000000,1561660200000,2019,2,tripura
TOTAL,1899,339184.3344705297,Financial Services,1554057000000,1561660200000,2019,2,tripura
TOTAL,6405,6103644.851151889,Others,1554057000000,1561660200000,2019,2,tripura
TOTAL,339539,81845425.35425141,Recharge & bill payments,1561919400000,1569609000000,2019,3,tripura
TOTAL,270163,884623553.9011384,Peer-to-peer payments,1561919400000,1569609000000,2019,3,tripura
TOTAL,68399,44802063.64430427,Merchant payments,1561919400000,1569609000000,2019,3,tripura
TOTAL,27970,582020.9903208594,Financial Services,1561919400000,1569609000000,2019,3,tripura
TOTAL,5646,5524358.927209696,Others,1561919400000,1569609000000,2019,3,tripura
TOTAL,373779,88001651.28693296,Recharge & bill payments,1569868200000,1577471400000,2019,4,tripura
TOTAL,359076,1071507585.9983547,Peer-to-peer payments,1569868200000,1577471400000,2019,4,tripura
TOTAL,62458,51274033.720727704,Merchant payments,1569868200000,1577471400000,2019,4,tripura
TOTAL,2239,377097.66713108413,Financial Services,1569868200000,1577471400000,2019,4,tripura
TOTAL,4272,4239791.585043055,Others,1569868200000,1577471400000,2019,4,tripura
TOTAL,449584,114355218.03514045,Recharge & bill payments,1577817000000,1585333800000,2020,1,tripura
TOTAL,366218,1400694933.570157,Peer-to-peer payments,1577817000000,1585333800000,2020,1,tripura
TOTAL,102861,68590603.6377098,Merchant payments,1577817000000,1585333800000,2020,1,tripura
TOTAL,1722,1066651.521721911,Financial Services,1577817000000,1585333800000,2020,1,tripura
TOTAL,4117,4071399.6237732675,Others,1577817000000,1585333800000,2020,1,tripura
TOTAL,600206,163220166.76643574,Recharge & bill payments,1585679400000,1593282600000,2020,2,tripura
TOTAL,346863,1501452755.6890237,Peer-to-peer payments,1585679400000,1593282600000,2020,2,tripura
TOTAL,97816,99795973.60794038,Merchant payments,1585679400000,1593282600000,2020,2,tripura
TOTAL,2904,2247782.5219734698,Financial Services,1585679400000,1593282600000,2020,2,tripura
TOTAL,4731,2459205.000588993,Others,1585679400000,1593282600000,2020,2,tripura
TOTAL,627363,185201997.2796099,Recharge & bill payments,1593541800000,1601231400000,2020,3,tripura
TOTAL,477769,1959371082.9173033,Peer-to-peer payments,1593541800000,1601231400000,2020,3,tripura
TOTAL,202106,190218136.2808841,Merchant payments,1593541800000,1601231400000,2020,3,tripura
TOTAL,3828,3141391.5755430083,Financial Services,1593541800000,1601231400000,2020,3,tripura
TOTAL,6819,3886908.1625436572,Others,1593541800000,1601231400000,2020,3,tripura
TOTAL,650386,2683789889.83192,Peer-to-peer payments,1601490600000,1609093800000,2020,4,tripura
TOTAL,631611,192385823.43220186,Recharge & bill payments,1601490600000,1609093800000,2020,4,tripura
TOTAL,357567,296872485.4156503,Merchant payments,1601490600000,1609093800000,2020,4,tripura
TOTAL,4084,3666639.308697606,Financial Services,1601490600000,1609093800000,2020,4,tripura
TOTAL,8242,5416158.232838955,Others,1601490600000,1609093800000,2020,4,tripura
TOTAL,643366,2821226150.5919185,Peer-to-peer payments,1609439400000,1616869800000,2021,1,tripura
TOTAL,508718,173211140.89346513,Recharge & bill payments,1609439400000,1616869800000,2021,1,tripura
TOTAL,350366,333743281.32103896,Merchant payments,1609439400000,1616869800000,2021,1,tripura
TOTAL,3146,2879929.222833151,Financial Services,1609439400000,1616869800000,2021,1,tripura
TOTAL,5827,4281067.764165951,Others,1609439400000,1616869800000,2021,1,tripura
TOTAL,703728,2865655130.4313264,Peer-to-peer payments,1617215400000,1624818600000,2021,2,tripura
TOTAL,589839,189808502.9050523,Recharge & bill payments,1617215400000,1624818600000,2021,2,tripura
TOTAL,440060,404915546.5177107,Merchant payments,1617215400000,1624818600000,2021,2,tripura
TOTAL,3656,3503925.3381061675,Financial Services,1617215400000,1624818600000,2021,2,tripura
TOTAL,7146,4271255.844077852,Others,1617215400000,1624818600000,2021,2,tripura
TOTAL,864329,3491901741.1594186,Peer-to-peer payments,1625077800000,1632767400000,2021,3,tripura
TOTAL,620991,215226019.57596284,Recharge & bill payments,1625077800000,1632767400000,2021,3,tripura
TOTAL,584079,648504775.623629,Merchant payments,1625077800000,1632767400000,2021,3,tripura
TOTAL,2886,3473153.087671739,Financial Services,1625077800000,1632767400000,2021,3,tripura
TOTAL,8915,5028078.734792852,Others,1625077800000,1632767400000,2021,3,tripura
TOTAL,1060915,4368786747.103016,Peer-to-peer payments,1633026600000,1640629800000,2021,4,tripura
TOTAL,793636,874005407.7140213,Merchant payments,1633026600000,1640629800000,2021,4,tripura
TOTAL,650251,241225282.07451886,Recharge & bill payments,1633026600000,1640629800000,2021,4,tripura
TOTAL,3635,5073898.6076811645,Financial Services,1633026600000,1640629800000,2021,4,tripura
TOTAL,12256,7838128.800210228,Others,1633026600000,1640629800000,2021,4,tripura
TOTAL,7003704,1201827543.8816488,Recharge & bill payments,1514745000000,1522175400000,2018,1,uttar-pradesh
TOTAL,4123625,11786969148.760597,Peer-to-peer payments,1514745000000,1522175400000,2018,1,uttar-pradesh
TOTAL,442436,428301434.2754866,Merchant payments,1514745000000,1522175400000,2018,1,uttar-pradesh
TOTAL,397328,75150444.99108115,Financial Services,1514745000000,1522175400000,2018,1,uttar-pradesh
TOTAL,570712,447722351.3138524,Others,1514745000000,1522175400000,2018,1,uttar-pradesh
TOTAL,9232131,2044535461.482608,Recharge & bill payments,1522521000000,1530124200000,2018,2,uttar-pradesh
TOTAL,6484369,22197440015.945545,Peer-to-peer payments,1522521000000,1530124200000,2018,2,uttar-pradesh
TOTAL,909545,799920463.267408,Merchant payments,1522521000000,1530124200000,2018,2,uttar-pradesh
TOTAL,563213,105536911.84026654,Financial Services,1522521000000,1530124200000,2018,2,uttar-pradesh
TOTAL,521685,572768843.1641636,Others,1522521000000,1530124200000,2018,2,uttar-pradesh
TOTAL,13828768,32944051606.98276,Peer-to-peer payments,1530383400000,1538073000000,2018,3,uttar-pradesh
TOTAL,9140873,2485029062.8899517,Recharge & bill payments,1530383400000,1538073000000,2018,3,uttar-pradesh
TOTAL,2397448,1012726185.1169598,Merchant payments,1530383400000,1538073000000,2018,3,uttar-pradesh
TOTAL,603303,76605144.65776658,Financial Services,1530383400000,1538073000000,2018,3,uttar-pradesh
TOTAL,544964,493702369.5936288,Others,1530383400000,1538073000000,2018,3,uttar-pradesh
TOTAL,15804910,48836291123.914734,Peer-to-peer payments,1538332200000,1545935400000,2018,4,uttar-pradesh
TOTAL,11976808,3040717446.728788,Recharge & bill payments,1538332200000,1545935400000,2018,4,uttar-pradesh
TOTAL,6953857,2480267671.259793,Merchant payments,1538332200000,1545935400000,2018,4,uttar-pradesh
TOTAL,517619,76250539.85851902,Financial Services,1538332200000,1545935400000,2018,4,uttar-pradesh
TOTAL,847573,663216794.1554663,Others,1538332200000,1545935400000,2018,4,uttar-pradesh
TOTAL,32062452,68506766330.45149,Peer-to-peer payments,1546281000000,1553711400000,2019,1,uttar-pradesh
TOTAL,15400713,4231102032.9564486,Recharge & bill payments,1546281000000,1553711400000,2019,1,uttar-pradesh
TOTAL,8558766,3105904146.2085333,Merchant payments,1546281000000,1553711400000,2019,1,uttar-pradesh
TOTAL,389733,43341558.48535549,Financial Services,1546281000000,1553711400000,2019,1,uttar-pradesh
TOTAL,912840,637066065.9078369,Others,1546281000000,1553711400000,2019,1,uttar-pradesh
TOTAL,27105049,87581482658.94861,Peer-to-peer payments,1554057000000,1561660200000,2019,2,uttar-pradesh
TOTAL,17551537,5627886175.9093685,Recharge & bill payments,1554057000000,1561660200000,2019,2,uttar-pradesh
TOTAL,12733089,4894223107.452321,Merchant payments,1554057000000,1561660200000,2019,2,uttar-pradesh
TOTAL,264091,38169259.945291094,Financial Services,1554057000000,1561660200000,2019,2,uttar-pradesh
TOTAL,1229734,775758168.4201038,Others,1554057000000,1561660200000,2019,2,uttar-pradesh
TOTAL,26990786,95134023863.97964,Peer-to-peer payments,1561919400000,1569609000000,2019,3,uttar-pradesh
TOTAL,20359672,8000160942.595396,Recharge & bill payments,1561919400000,1569609000000,2019,3,uttar-pradesh
TOTAL,19625935,7399443975.24218,Merchant payments,1561919400000,1569609000000,2019,3,uttar-pradesh
TOTAL,258548,51363215.14597865,Financial Services,1561919400000,1569609000000,2019,3,uttar-pradesh
TOTAL,1389018,683145478.0865316,Others,1561919400000,1569609000000,2019,3,uttar-pradesh
TOTAL,40540310,126564888408.1326,Peer-to-peer payments,1569868200000,1577471400000,2019,4,uttar-pradesh
TOTAL,24299776,9082140369.774977,Recharge & bill payments,1569868200000,1577471400000,2019,4,uttar-pradesh
TOTAL,20582052,9412924984.9687,Merchant payments,1569868200000,1577471400000,2019,4,uttar-pradesh
TOTAL,242936,45686806.83093811,Financial Services,1569868200000,1577471400000,2019,4,uttar-pradesh
TOTAL,1239931,433285937.588854,Others,1569868200000,1577471400000,2019,4,uttar-pradesh
TOTAL,39581157,147734706846.56177,Peer-to-peer payments,1577817000000,1585333800000,2020,1,uttar-pradesh
TOTAL,29777603,11168417430.652225,Recharge & bill payments,1577817000000,1585333800000,2020,1,uttar-pradesh
TOTAL,26741638,13072371616.871723,Merchant payments,1577817000000,1585333800000,2020,1,uttar-pradesh
TOTAL,139990,64365117.409359045,Financial Services,1577817000000,1585333800000,2020,1,uttar-pradesh
TOTAL,998744,376573949.20359,Others,1577817000000,1585333800000,2020,1,uttar-pradesh
TOTAL,42229417,14668026056.368128,Recharge & bill payments,1585679400000,1593282600000,2020,2,uttar-pradesh
TOTAL,39434202,150079524408.8693,Peer-to-peer payments,1585679400000,1593282600000,2020,2,uttar-pradesh
TOTAL,18625913,13655151082.574724,Merchant payments,1585679400000,1593282600000,2020,2,uttar-pradesh
TOTAL,150360,131930242.90371712,Financial Services,1585679400000,1593282600000,2020,2,uttar-pradesh
TOTAL,412073,209384339.5723213,Others,1585679400000,1593282600000,2020,2,uttar-pradesh
TOTAL,54449911,207530912756.73047,Peer-to-peer payments,1593541800000,1601231400000,2020,3,uttar-pradesh
TOTAL,37465163,16437365640.853413,Recharge & bill payments,1593541800000,1601231400000,2020,3,uttar-pradesh
TOTAL,34697942,24224433240.836243,Merchant payments,1593541800000,1601231400000,2020,3,uttar-pradesh
TOTAL,206210,194129227.54374278,Financial Services,1593541800000,1601231400000,2020,3,uttar-pradesh
TOTAL,586033,303114557.0989778,Others,1593541800000,1601231400000,2020,3,uttar-pradesh
TOTAL,75433782,294401153346.76337,Peer-to-peer payments,1601490600000,1609093800000,2020,4,uttar-pradesh
TOTAL,61922138,44438824680.670944,Merchant payments,1601490600000,1609093800000,2020,4,uttar-pradesh
TOTAL,39570153,17793973968.761925,Recharge & bill payments,1601490600000,1609093800000,2020,4,uttar-pradesh
TOTAL,246868,255803306.13741985,Financial Services,1601490600000,1609093800000,2020,4,uttar-pradesh
TOTAL,994576,539071475.9342327,Others,1601490600000,1609093800000,2020,4,uttar-pradesh
TOTAL,85539321,321609613378.6789,Peer-to-peer payments,1609439400000,1616869800000,2021,1,uttar-pradesh
TOTAL,78873969,55362244381.43686,Merchant payments,1609439400000,1616869800000,2021,1,uttar-pradesh
TOTAL,38981894,18563189222.328217,Recharge & bill payments,1609439400000,1616869800000,2021,1,uttar-pradesh
TOTAL,250656,266104783.7449573,Financial Services,1609439400000,1616869800000,2021,1,uttar-pradesh
TOTAL,853707,486435811.3771204,Others,1609439400000,1616869800000,2021,1,uttar-pradesh
TOTAL,102927942,388761820128.4563,Peer-to-peer payments,1617215400000,1624818600000,2021,2,uttar-pradesh
TOTAL,84860582,70351401159.78787,Merchant payments,1617215400000,1624818600000,2021,2,uttar-pradesh
TOTAL,53030710,22266927128.75408,Recharge & bill payments,1617215400000,1624818600000,2021,2,uttar-pradesh
TOTAL,270944,266853066.82962543,Financial Services,1617215400000,1624818600000,2021,2,uttar-pradesh
TOTAL,858953,525487682.5584012,Others,1617215400000,1624818600000,2021,2,uttar-pradesh
TOTAL,127945827,440726915882.17084,Peer-to-peer payments,1625077800000,1632767400000,2021,3,uttar-pradesh
TOTAL,126699830,91089049637.02377,Merchant payments,1625077800000,1632767400000,2021,3,uttar-pradesh
TOTAL,50414232,24348150109.635994,Recharge & bill payments,1625077800000,1632767400000,2021,3,uttar-pradesh
TOTAL,253418,292009129.0296748,Financial Services,1625077800000,1632767400000,2021,3,uttar-pradesh
TOTAL,1230077,624716522.0745409,Others,1625077800000,1632767400000,2021,3,uttar-pradesh
TOTAL,183966052,142889329646.05463,Merchant payments,1633026600000,1640629800000,2021,4,uttar-pradesh
TOTAL,167503176,600973581946.6772,Peer-to-peer payments,1633026600000,1640629800000,2021,4,uttar-pradesh
