entityName,metric.type,metric.count,metric.amount,year,quarter,state
kalaburagi,TOTAL,484662,1051812356.8478899,2018,4,karnataka
560001,TOTAL,7725284,14030425393.295612,2018,4,karnataka
560068,TOTAL,1630650,1941175277.1858852,2018,4,karnataka
560037,TOTAL,1489575,1699187256.2665832,2018,4,karnataka
560100,TOTAL,1092123,1185289351.769251,2018,4,karnataka
560103,TOTAL,980474,1385772770.3236568,2018,4,karnataka
560076,TOTAL,880661,1195547863.4124563,2018,4,karnataka
560066,TOTAL,854635,1144927861.3646388,2018,4,karnataka
560078,TOTAL,754655,1108535043.02512,2018,4,karnataka
560034,TOTAL,629029,640069192.6247402,2018,4,karnataka
560048,TOTAL,602421,846751442.114335,2018,4,karnataka
bengaluru urban,TOTAL,65174133,82111161572.76288,2019,1,karnataka
mysuru,TOTAL,1927906,3156454954.6930947,2019,1,karnataka
bengaluru rural,TOTAL,1707501,2607054374.084066,2019,1,karnataka
belagavi,TOTAL,1476221,2143704811.908953,2019,1,karnataka
ballari,TOTAL,1396502,2244647823.113589,2019,1,karnataka
dharwad,TOTAL,1312093,1848626654.9759147,2019,1,karnataka
dakshina kannada,TOTAL,1086942,1721495724.0678744,2019,1,karnataka
kolar,TOTAL,1051914,1634035507.1281617,2019,1,karnataka
ramanagara,TOTAL,928541,1444743612.7999709,2019,1,karnataka
tumakuru,TOTAL,926600,1788430415.4750216,2019,1,karnataka
560001,TOTAL,16241340,23597361226.512825,2019,1,karnataka
560068,TOTAL,3091833,3063115136.8351393,2019,1,karnataka
560037,TOTAL,2881073,2759611074.196853,2019,1,karnataka
560100,TOTAL,2186168,1965702558.1231914,2019,1,karnataka
560103,TOTAL,1956031,2178181821.6100526,2019,1,karnataka
560066,TOTAL,1762996,1849235559.1404402,2019,1,karnataka
560076,TOTAL,1717311,1878507848.0200615,2019,1,karnataka
560078,TOTAL,1433092,1764064522.5131779,2019,1,karnataka
560048,TOTAL,1220473,1387467815.17579,2019,1,karnataka
560043,TOTAL,1087360,1413003654.074266,2019,1,karnataka
bengaluru urban,TOTAL,89148659,113389910485.89922,2019,2,karnataka
mysuru,TOTAL,2641497,4532575333.011817,2019,2,karnataka
dharwad,TOTAL,2084046,3292543548.2100596,2019,2,karnataka
bengaluru rural,TOTAL,1994507,3457051861.64153,2019,2,karnataka
belagavi,TOTAL,1861710,3129078023.5608435,2019,2,karnataka
dakshina kannada,TOTAL,1632538,2960907502.219463,2019,2,karnataka
ballari,TOTAL,1510968,3020731081.771243,2019,2,karnataka
tumakuru,TOTAL,1200397,2439881028.5137053,2019,2,karnataka
kolar,TOTAL,1122326,2210613369.0441747,2019,2,karnataka
ramanagara,TOTAL,988447,1917887093.7086911,2019,2,karnataka
560001,TOTAL,27169035,40026681539.0066,2019,2,karnataka
560068,TOTAL,3899947,3782701576.6096516,2019,2,karnataka
560037,TOTAL,3726533,3420453781.182145,2019,2,karnataka
560100,TOTAL,2898263,2405067634.7114296,2019,2,karnataka
560103,TOTAL,2324181,2493653039.789679,2019,2,karnataka
560076,TOTAL,2267844,2322286985.3478093,2019,2,karnataka
560066,TOTAL,2160674,2196445237.554137,2019,2,karnataka
560078,TOTAL,1905438,2243475624.9503236,2019,2,karnataka
560048,TOTAL,1435934,1615758436.429912,2019,2,karnataka
560043,TOTAL,1423064,1805129275.7098706,2019,2,karnataka
bengaluru urban,TOTAL,131234422,150244275641.79715,2019,3,karnataka
mysuru,TOTAL,4034380,5997469689.765679,2019,3,karnataka
dharwad,TOTAL,3529480,4405498989.367172,2019,3,karnataka
dakshina kannada,TOTAL,3129205,4761473404.878738,2019,3,karnataka
bengaluru rural,TOTAL,3070784,4619041821.916124,2019,3,karnataka
belagavi,TOTAL,2722900,3771202585.888157,2019,3,karnataka
ballari,TOTAL,2172340,3798926912.776015,2019,3,karnataka
tumakuru,TOTAL,1878003,3158249577.001503,2019,3,karnataka
kolar,TOTAL,1615545,2946242408.2718744,2019,3,karnataka
davanagere,TOTAL,1351913,2163728718.7321467,2019,3,karnataka
560001,TOTAL,34182229,49823702321.09828,2019,3,karnataka
560068,TOTAL,5947189,5128381819.22648,2019,3,karnataka
560037,TOTAL,5618911,4687491199.047718,2019,3,karnataka
560100,TOTAL,4354779,3243709763.82842,2019,3,karnataka
560076,TOTAL,3695866,3236597179.6474953,2019,3,karnataka
560103,TOTAL,3666274,3415532566.145389,2019,3,karnataka
560066,TOTAL,3515277,3076214547.465382,2019,3,karnataka
560078,TOTAL,3061845,3052095452.831073,2019,3,karnataka
560043,TOTAL,2368849,2524949963.0143013,2019,3,karnataka
560048,TOTAL,2322786,2197559957.469263,2019,3,karnataka
bengaluru urban,TOTAL,180458808,199966708446.8142,2019,4,karnataka
mysuru,TOTAL,6009700,8812951678.18542,2019,4,karnataka
dharwad,TOTAL,4934246,6425417517.094139,2019,4,karnataka
bengaluru rural,TOTAL,4458453,6512032486.840271,2019,4,karnataka
dakshina kannada,TOTAL,4307358,6266562292.312677,2019,4,karnataka
belagavi,TOTAL,3807962,5664222342.192614,2019,4,karnataka
ballari,TOTAL,3167702,5649113297.438309,2019,4,karnataka
tumakuru,TOTAL,2873750,4751005895.145698,2019,4,karnataka
kolar,TOTAL,2360285,4256924114.160181,2019,4,karnataka
davanagere,TOTAL,2063312,3345622513.6539807,2019,4,karnataka
560001,TOTAL,48600127,67204107791.7798,2019,4,karnataka
560068,TOTAL,7900010,6656358496.856865,2019,4,karnataka
560037,TOTAL,7262363,5957470699.497891,2019,4,karnataka
560100,TOTAL,5715071,4180543682.137229,2019,4,karnataka
560076,TOTAL,4874891,4166592351.03039,2019,4,karnataka
560103,TOTAL,4782743,4221264328.1047115,2019,4,karnataka
560066,TOTAL,4591973,3850220029.48918,2019,4,karnataka
560078,TOTAL,4152231,4053813623.1744967,2019,4,karnataka
560043,TOTAL,3212130,3324316259.4523993,2019,4,karnataka
560048,TOTAL,3079311,2770576479.680187,2019,4,karnataka
bengaluru urban,TOTAL,200174352,231970686013.7528,2020,1,karnataka
mysuru,TOTAL,8069105,13036685203.223095,2020,1,karnataka
bengaluru rural,TOTAL,5260930,7794174929.658327,2020,1,karnataka
dharwad,TOTAL,5171963,6715983685.589502,2020,1,karnataka
belagavi,TOTAL,4316092,6363752952.026527,2020,1,karnataka
dakshina kannada,TOTAL,4233207,7157456163.571186,2020,1,karnataka
ballari,TOTAL,3903343,7053379784.876896,2020,1,karnataka
tumakuru,TOTAL,3872833,6659223682.826368,2020,1,karnataka
kolar,TOTAL,3093003,5550612726.131468,2020,1,karnataka
davanagere,TOTAL,2704786,4892688445.769339,2020,1,karnataka
560001,TOTAL,57330889,81134886975.52737,2020,1,karnataka
560068,TOTAL,8405450,7535415165.4156,2020,1,karnataka
560037,TOTAL,7465398,6691101930.332184,2020,1,karnataka
560100,TOTAL,5915500,4655314993.588518,2020,1,karnataka
560076,TOTAL,5236440,4714075798.715652,2020,1,karnataka
560103,TOTAL,5083664,4577206344.933306,2020,1,karnataka
560066,TOTAL,4764049,4263466183.7803307,2020,1,karnataka
560078,TOTAL,4471072,4598592058.920128,2020,1,karnataka
560043,TOTAL,3603586,3828096750.8862906,2020,1,karnataka
560048,TOTAL,3269181,3036342839.9664307,2020,1,karnataka
bengaluru urban,TOTAL,132120979,176357097466.76593,2020,2,karnataka
mysuru,TOTAL,7184930,13106859536.057838,2020,2,karnataka
bengaluru rural,TOTAL,4985176,7327672246.467524,2020,2,karnataka
belagavi,TOTAL,4972764,8395766920.028916,2020,2,karnataka
tumakuru,TOTAL,4836880,8510119360.526955,2020,2,karnataka
ballari,TOTAL,4733742,8629333001.029205,2020,2,karnataka
dharwad,TOTAL,4199998,6626617210.413645,2020,2,karnataka
kolar,TOTAL,3965696,6790159344.716665,2020,2,karnataka
dakshina kannada,TOTAL,3531912,6376675751.895021,2020,2,karnataka
shivamogga,TOTAL,3119744,5814372127.285877,2020,2,karnataka
560001,TOTAL,38973791,66590268182.41567,2020,2,karnataka
560068,TOTAL,5219518,5289290543.736636,2020,2,karnataka
560037,TOTAL,3913533,3971738432.8637066,2020,2,karnataka
560076,TOTAL,3436124,3478334908.19147,2020,2,karnataka
560100,TOTAL,3088811,2868440309.849668,2020,2,karnataka
560078,TOTAL,2993252,3422857621.4173446,2020,2,karnataka
560066,TOTAL,2403434,2548374507.201984,2020,2,karnataka
560043,TOTAL,2338058,2755025955.0031548,2020,2,karnataka
560091,TOTAL,2199155,2935278568.13928,2020,2,karnataka
560067,TOTAL,2196048,2369904870.0520215,2020,2,karnataka
bengaluru urban,TOTAL,188947684,261095181780.0901,2020,3,karnataka
mysuru,TOTAL,9675261,17597207367.350117,2020,3,karnataka
bengaluru rural,TOTAL,7596076,11770793408.192162,2020,3,karnataka
belagavi,TOTAL,7078363,12764674160.447115,2020,3,karnataka
dharwad,TOTAL,6653211,10834407900.60387,2020,3,karnataka
ballari,TOTAL,6483038,12217179442.79111,2020,3,karnataka
tumakuru,TOTAL,6090300,11453537750.655712,2020,3,karnataka
dakshina kannada,TOTAL,5509516,10219448161.55705,2020,3,karnataka
kolar,TOTAL,5319243,10255312905.948189,2020,3,karnataka
davanagere,TOTAL,5205295,10283937898.613035,2020,3,karnataka
560001,TOTAL,56516908,95602796543.47356,2020,3,karnataka
560068,TOTAL,7054454,7600500787.564055,2020,3,karnataka
560076,TOTAL,4524287,4895054054.037458,2020,3,karnataka
560078,TOTAL,4289114,5196728182.23589,2020,3,karnataka
560037,TOTAL,4264534,4558580044.307885,2020,3,karnataka
560100,TOTAL,4135171,4019712974.9860735,2020,3,karnataka
560043,TOTAL,3420296,4217249449.3559895,2020,3,karnataka
560091,TOTAL,3368396,4889720050.386913,2020,3,karnataka
560058,TOTAL,3252549,4506054757.8201065,2020,3,karnataka
560064,TOTAL,3067497,4089464596.7782416,2020,3,karnataka
bengaluru urban,TOTAL,267720411,352536741958.4486,2020,4,karnataka
mysuru,TOTAL,14314966,24721321665.945152,2020,4,karnataka
bengaluru rural,TOTAL,11780762,18175304366.25715,2020,4,karnataka
belagavi,TOTAL,10147281,18131720291.443626,2020,4,karnataka
dharwad,TOTAL,9872445,15011234195.50343,2020,4,karnataka
ballari,TOTAL,9772557,18739492904.576576,2020,4,karnataka
tumakuru,TOTAL,8893778,16914412572.224337,2020,4,karnataka
kolar,TOTAL,7877407,14873069326.116919,2020,4,karnataka
dakshina kannada,TOTAL,7794258,13295138020.866745,2020,4,karnataka
davanagere,TOTAL,7262656,14015672346.829771,2020,4,karnataka
560001,TOTAL,56310863,93518053649.26508,2020,4,karnataka
560068,TOTAL,10785785,11322501094.514175,2020,4,karnataka
560076,TOTAL,7038825,7393915831.43293,2020,4,karnataka
560078,TOTAL,6889794,8166543231.703449,2020,4,karnataka
560100,TOTAL,6276214,5910766755.672085,2020,4,karnataka
560037,TOTAL,6123495,6326770347.039359,2020,4,karnataka
560043,TOTAL,5727108,6727622944.551029,2020,4,karnataka
560091,TOTAL,5177157,7541528486.787478,2020,4,karnataka
560058,TOTAL,5175484,7030710384.586107,2020,4,karnataka
560064,TOTAL,4855035,6333062815.600198,2020,4,karnataka
bengaluru urban,TOTAL,348712787,432401341231.767,2021,1,karnataka
mysuru,TOTAL,17089151,28183406863.664856,2021,1,karnataka
bengaluru rural,TOTAL,12387231,18735722156.72461,2021,1,karnataka
dharwad,TOTAL,11396406,16320416665.27951,2021,1,karnataka
belagavi,TOTAL,10602642,18931041051.05792,2021,1,karnataka
ballari,TOTAL,9904822,18837260510.482178,2021,1,karnataka
dakshina kannada,TOTAL,9626991,15430015647.49453,2021,1,karnataka
tumakuru,TOTAL,9386009,17694897997.486076,2021,1,karnataka
davanagere,TOTAL,9322884,17155680177.783762,2021,1,karnataka
kolar,TOTAL,7957144,14724582470.437292,2021,1,karnataka
560001,TOTAL,111898471,154275126291.57782,2021,1,karnataka
560068,TOTAL,12064288,12242363901.28056,2021,1,karnataka
560076,TOTAL,8039229,8082595491.720546,2021,1,karnataka
560078,TOTAL,7802876,8722484146.764801,2021,1,karnataka
560037,TOTAL,7275346,7300677514.802685,2021,1,karnataka
560100,TOTAL,6853014,6229275890.411031,2021,1,karnataka
560043,TOTAL,6346882,7222768676.872352,2021,1,karnataka
560091,TOTAL,5772520,7981648746.172419,2021,1,karnataka
560064,TOTAL,5662067,6836955396.193855,2021,1,karnataka
560058,TOTAL,5642004,7346427540.610056,2021,1,karnataka
bengaluru urban,TOTAL,326804307,444422398357.67755,2021,2,karnataka
mysuru,TOTAL,17372316,30853150362.625572,2021,2,karnataka
bengaluru rural,TOTAL,12594743,19987071189.389824,2021,2,karnataka
belagavi,TOTAL,12215950,23772477631.266983,2021,2,karnataka
ballari,TOTAL,11601049,23117810388.096546,2021,2,karnataka
dharwad,TOTAL,11462786,18982715974.0801,2021,2,karnataka
davanagere,TOTAL,11241732,21560667430.36194,2021,2,karnataka
tumakuru,TOTAL,10841529,21263359141.534966,2021,2,karnataka
dakshina kannada,TOTAL,10734091,18919204047.503716,2021,2,karnataka
kolar,TOTAL,9352225,17435526726.61021,2021,2,karnataka
560001,TOTAL,123224371,183498284704.33478,2021,2,karnataka
560068,TOTAL,10085408,11339602290.459164,2021,2,karnataka
560076,TOTAL,6656017,7602100083.517555,2021,2,karnataka
560078,TOTAL,6608856,8211710743.90263,2021,2,karnataka
560037,TOTAL,5877545,6739551217.132662,2021,2,karnataka
560100,TOTAL,5812440,5937927316.85524,2021,2,karnataka
577006,TOTAL,5607333,10946396613.609468,2021,2,karnataka
560043,TOTAL,5527079,6801316218.629841,2021,2,karnataka
560091,TOTAL,5308121,7850450555.737431,2021,2,karnataka
575006,TOTAL,5093065,10214095740.816475,2021,2,karnataka
bengaluru urban,TOTAL,476485560,626123198813.8513,2021,3,karnataka
mysuru,TOTAL,25045268,42793900020.64542,2021,3,karnataka
bengaluru rural,TOTAL,18220951,28063157056.12936,2021,3,karnataka
dharwad,TOTAL,17187010,26053988751.02021,2021,3,karnataka
belagavi,TOTAL,17022354,30762343874.290985,2021,3,karnataka
davanagere,TOTAL,15967687,28564688330.34218,2021,3,karnataka
ballari,TOTAL,15360429,28402193277.238922,2021,3,karnataka
dakshina kannada,TOTAL,15180931,25279637809.21226,2021,3,karnataka
tumakuru,TOTAL,14242057,27175810122.446198,2021,3,karnataka
kolar,TOTAL,12345736,22985772793.69687,2021,3,karnataka
560001,TOTAL,171396431,241306340924.0064,2021,3,karnataka
560068,TOTAL,14623854,16040642648.22071,2021,3,karnataka
560078,TOTAL,9785218,11904916257.160776,2021,3,karnataka
560076,TOTAL,9738793,10772233047.8478,2021,3,karnataka
577006,TOTAL,8416485,15260316851.510262,2021,3,karnataka
560100,TOTAL,8244539,8261052882.907836,2021,3,karnataka
560037,TOTAL,8234529,9148018524.709347,2021,3,karnataka
560043,TOTAL,8192016,10085028861.728535,2021,3,karnataka
560058,TOTAL,7799936,10366833170.779675,2021,3,karnataka
560091,TOTAL,7775322,11513592826.30002,2021,3,karnataka
bengaluru urban,TOTAL,584958847,755926042210.8081,2021,4,karnataka
mysuru,TOTAL,31839861,52946045330.89639,2021,4,karnataka
bengaluru rural,TOTAL,22522389,33858680417.976257,2021,4,karnataka
belagavi,TOTAL,22398086,39314016545.15853,2021,4,karnataka
dharwad,TOTAL,21979264,32561017319.923508,2021,4,karnataka
davanagere,TOTAL,19885521,34700043233.80145,2021,4,karnataka
dakshina kannada,TOTAL,19368239,31520554624.57015,2021,4,karnataka
ballari,TOTAL,18819499,34087192109.870037,2021,4,karnataka
tumakuru,TOTAL,17549961,32086008651.86035,2021,4,karnataka
shivamogga,TOTAL,15695558,27830702801.550133,2021,4,karnataka
560001,TOTAL,206723470,283864051273.69073,2021,4,karnataka
560068,TOTAL,18049591,19727739202.388454,2021,4,karnataka
560076,TOTAL,12077917,13225374279.249357,2021,4,karnataka
560078,TOTAL,11877575,14356401868.363028,2021,4,karnataka
560037,TOTAL,10606419,12040506513.322227,2021,4,karnataka
577006,TOTAL,10431197,18089444566.744785,2021,4,karnataka
560043,TOTAL,10107378,12313741336.16619,2021,4,karnataka
560100,TOTAL,9822558,10002413900.004595,2021,4,karnataka
560058,TOTAL,9596609,12429055311.597095,2021,4,karnataka
560091,TOTAL,9578828,13979225085.142822,2021,4,karnataka
ernakulam,TOTAL,390006,630357709.4293847,2018,1,kerala
malappuram,TOTAL,239508,256416524.03733116,2018,1,kerala
kozhikode,TOTAL,206971,264216575.61410832,2018,1,kerala
thiruvananthapuram,TOTAL,172079,275202215.58875674,2018,1,kerala
thrissur,TOTAL,148871,200502461.32188034,2018,1,kerala
palakkad,TOTAL,119324,155278345.54067275,2018,1,kerala
kottayam,TOTAL,102446,132788590.21251318,2018,1,kerala
kannur,TOTAL,92260,112128543.07612991,2018,1,kerala
kollam,TOTAL,76713,93495184.48584011,2018,1,kerala
alappuzha,TOTAL,74941,95014765.51241212,2018,1,kerala
682035,TOTAL,56906,81512699.9029796,2018,1,kerala
676517,TOTAL,46257,56918286.759117536,2018,1,kerala
680001,TOTAL,30183,43810849.98172692,2018,1,kerala
673020,TOTAL,28246,37267431.17255093,2018,1,kerala
686001,TOTAL,25369,35989345.34481089,2018,1,kerala
678001,TOTAL,24581,36699052.64175586,2018,1,kerala
682042,TOTAL,21871,32421507.426630277,2018,1,kerala
695014,TOTAL,21835,38469517.55099669,2018,1,kerala
673585,TOTAL,17972,23134345.383249465,2018,1,kerala
691001,TOTAL,16447,24921038.44169031,2018,1,kerala
ernakulam,TOTAL,521535,992297917.6619761,2018,2,kerala
malappuram,TOTAL,268993,394434596.38289905,2018,2,kerala
kozhikode,TOTAL,262368,432276266.4294082,2018,2,kerala
thiruvananthapuram,TOTAL,241695,447463532.2875792,2018,2,kerala
thrissur,TOTAL,194698,323326151.5548469,2018,2,kerala
palakkad,TOTAL,148865,247495543.94612932,2018,2,kerala
kottayam,TOTAL,132766,219583423.42327893,2018,2,kerala
kannur,TOTAL,123543,190249058.5368228,2018,2,kerala
kollam,TOTAL,107011,158093455.3837409,2018,2,kerala
alappuzha,TOTAL,101141,157158524.65667993,2018,2,kerala
682035,TOTAL,78839,161633712.1501858,2018,2,kerala
676517,TOTAL,53515,88663445.2241711,2018,2,kerala
673020,TOTAL,40292,75984073.30868506,2018,2,kerala
680001,TOTAL,38451,72684138.14515224,2018,2,kerala
686001,TOTAL,30333,57600105.62318556,2018,2,kerala
682042,TOTAL,28431,47621370.06745951,2018,2,kerala
695014,TOTAL,26794,57392012.69495672,2018,2,kerala
678001,TOTAL,26636,49834603.16052181,2018,2,kerala
673585,TOTAL,21014,39515052.757997066,2018,2,kerala
691001,TOTAL,20473,41187534.790603206,2018,2,kerala
ernakulam,TOTAL,731827,1317858232.2431176,2018,3,kerala
kozhikode,TOTAL,374581,602562108.7285002,2018,3,kerala
thiruvananthapuram,TOTAL,341861,663088952.7638565,2018,3,kerala
malappuram,TOTAL,323771,521343702.7156196,2018,3,kerala
thrissur,TOTAL,265041,447258554.15207183,2018,3,kerala
palakkad,TOTAL,201468,329702201.45452887,2018,3,kerala
kottayam,TOTAL,185591,294011177.4497337,2018,3,kerala
kannur,TOTAL,161613,256107072.92292744,2018,3,kerala
kollam,TOTAL,154891,237302294.1078105,2018,3,kerala
alappuzha,TOTAL,129138,208917711.7163746,2018,3,kerala
682035,TOTAL,114548,186055914.09882063,2018,3,kerala
673020,TOTAL,61657,95901141.02779779,2018,3,kerala
676517,TOTAL,57721,93295318.12828793,2018,3,kerala
680001,TOTAL,53939,93396010.97795437,2018,3,kerala
686001,TOTAL,47124,72787206.89228892,2018,3,kerala
682042,TOTAL,39219,66237424.89596899,2018,3,kerala
695014,TOTAL,33399,76136372.13837826,2018,3,kerala
678001,TOTAL,32261,52125275.7327912,2018,3,kerala
691001,TOTAL,27473,53159544.16120797,2018,3,kerala
673585,TOTAL,25681,39966721.109387964,2018,3,kerala
ernakulam,TOTAL,1012043,1886966258.0311787,2018,4,kerala
kozhikode,TOTAL,492826,852029000.8762002,2018,4,kerala
thiruvananthapuram,TOTAL,475377,937541020.9487803,2018,4,kerala
malappuram,TOTAL,445963,712275700.16859,2018,4,kerala
thrissur,TOTAL,369941,669618693.0635448,2018,4,kerala
palakkad,TOTAL,278099,493228367.318028,2018,4,kerala
kottayam,TOTAL,244161,436012749.52668107,2018,4,kerala
kannur,TOTAL,221021,387384391.7983955,2018,4,kerala
kollam,TOTAL,201274,339663300.07618785,2018,4,kerala
alappuzha,TOTAL,180730,307021229.6677927,2018,4,kerala
682035,TOTAL,126832,231015924.25451952,2018,4,kerala
680001,TOTAL,63889,123446719.39383575,2018,4,kerala
673020,TOTAL,62141,112301882.73746695,2018,4,kerala
682042,TOTAL,62060,97985135.07348408,2018,4,kerala
676517,TOTAL,55922,94043155.73272653,2018,4,kerala
686001,TOTAL,52019,98947983.66652015,2018,4,kerala
695014,TOTAL,43232,95603468.56077115,2018,4,kerala
678001,TOTAL,41581,80030451.72478761,2018,4,kerala
682024,TOTAL,36223,67588797.02889231,2018,4,kerala
695001,TOTAL,33334,68504440.65191163,2018,4,kerala
ernakulam,TOTAL,1657527,2766048426.726511,2019,1,kerala
thiruvananthapuram,TOTAL,736407,1242525637.5853531,2019,1,kerala
kozhikode,TOTAL,705959,1018056389.0463976,2019,1,kerala
malappuram,TOTAL,695313,892807636.0664955,2019,1,kerala
thrissur,TOTAL,583045,940781808.7837636,2019,1,kerala
palakkad,TOTAL,390957,618358114.4295684,2019,1,kerala
kottayam,TOTAL,348566,558480707.3401135,2019,1,kerala
kannur,TOTAL,309217,493947068.763232,2019,1,kerala
kollam,TOTAL,267030,424402104.3678213,2019,1,kerala
alappuzha,TOTAL,252186,388624847.98847747,2019,1,kerala
682035,TOTAL,424794,698184963.1885434,2019,1,kerala
680001,TOTAL,152326,253001832.07161877,2019,1,kerala
695014,TOTAL,102836,182629210.02130088,2019,1,kerala
686001,TOTAL,93725,150368503.77932933,2019,1,kerala
676517,TOTAL,91865,130450854.57841897,2019,1,kerala
682042,TOTAL,87940,125027977.15621427,2019,1,kerala
673020,TOTAL,73381,100551145.09441414,2019,1,kerala
678001,TOTAL,57653,96589420.36973214,2019,1,kerala
695581,TOTAL,49868,76705656.96769725,2019,1,kerala
682024,TOTAL,49330,86216550.48514281,2019,1,kerala
ernakulam,TOTAL,2327469,4150046405.233533,2019,2,kerala
thiruvananthapuram,TOTAL,897152,1608596589.681378,2019,2,kerala
thrissur,TOTAL,768852,1369632612.6536586,2019,2,kerala
malappuram,TOTAL,575048,950964374.0589199,2019,2,kerala
kozhikode,TOTAL,540752,968227341.5065465,2019,2,kerala
kottayam,TOTAL,373169,682101020.9961852,2019,2,kerala
palakkad,TOTAL,358416,674063610.1443211,2019,2,kerala
kannur,TOTAL,350753,624420173.4544072,2019,2,kerala
kollam,TOTAL,285888,508491310.8754553,2019,2,kerala
alappuzha,TOTAL,282582,473109181.5959674,2019,2,kerala
682035,TOTAL,1095414,1915531173.7280126,2019,2,kerala
680001,TOTAL,344201,614084436.4711778,2019,2,kerala
695014,TOTAL,241274,432671232.8564364,2019,2,kerala
686001,TOTAL,129126,243370487.30779082,2019,2,kerala
676517,TOTAL,90823,152647787.92424476,2019,2,kerala
682042,TOTAL,82406,127497766.92935768,2019,2,kerala
670017,TOTAL,57524,117265001.45364532,2019,2,kerala
682024,TOTAL,51192,92463807.4894591,2019,2,kerala
695001,TOTAL,47985,92427227.06089757,2019,2,kerala
688012,TOTAL,46891,84767048.55101582,2019,2,kerala
ernakulam,TOTAL,2730518,5157574846.841607,2019,3,kerala
thiruvananthapuram,TOTAL,1210326,2114421209.9453459,2019,3,kerala
thrissur,TOTAL,913742,1653044268.9504735,2019,3,kerala
kozhikode,TOTAL,791143,1229904356.4614897,2019,3,kerala
malappuram,TOTAL,669092,1122314397.733013,2019,3,kerala
palakkad,TOTAL,468478,831397770.4387538,2019,3,kerala
kannur,TOTAL,467512,801246829.2133518,2019,3,kerala
kottayam,TOTAL,455029,868646787.5281065,2019,3,kerala
kollam,TOTAL,434861,713019785.4366323,2019,3,kerala
alappuzha,TOTAL,412404,649647317.8447716,2019,3,kerala
682035,TOTAL,922736,2232586026.2426395,2019,3,kerala
680001,TOTAL,269925,685319703.0242147,2019,3,kerala
695014,TOTAL,219352,543773963.5856365,2019,3,kerala
686001,TOTAL,122010,314500337.13725847,2019,3,kerala
682042,TOTAL,121617,163274424.1497054,2019,3,kerala
682024,TOTAL,76457,121592902.2597808,2019,3,kerala
695001,TOTAL,75266,128367806.34467186,2019,3,kerala
676517,TOTAL,69125,169120258.60498452,2019,3,kerala
695581,TOTAL,66597,97078413.08417547,2019,3,kerala
682025,TOTAL,66170,102983937.97379947,2019,3,kerala
ernakulam,TOTAL,3714876,6519567750.700623,2019,4,kerala
thiruvananthapuram,TOTAL,1653618,2665386104.807865,2019,4,kerala
thrissur,TOTAL,1136317,2093913336.2620661,2019,4,kerala
kozhikode,TOTAL,1048192,1646744139.5471349,2019,4,kerala
malappuram,TOTAL,888327,1440292240.0345955,2019,4,kerala
kollam,TOTAL,625681,942036912.2773268,2019,4,kerala
kottayam,TOTAL,621352,1132028895.1782436,2019,4,kerala
kannur,TOTAL,616688,1017939385.5907226,2019,4,kerala
palakkad,TOTAL,607193,1069460193.0190685,2019,4,kerala
alappuzha,TOTAL,581762,859960789.4064287,2019,4,kerala
682035,TOTAL,1169059,2475669826.205605,2019,4,kerala
680001,TOTAL,376442,854756957.5185084,2019,4,kerala
695014,TOTAL,276115,606376650.3602734,2019,4,kerala
686001,TOTAL,172682,404584685.81804526,2019,4,kerala
682042,TOTAL,162826,227570183.31924766,2019,4,kerala
682016,TOTAL,152224,309703730.02672434,2019,4,kerala
695001,TOTAL,125570,221675071.93083,2019,4,kerala
682024,TOTAL,100100,145416354.08496454,2019,4,kerala
695581,TOTAL,92423,118886591.31371072,2019,4,kerala
682025,TOTAL,92329,130539724.54745576,2019,4,kerala
ernakulam,TOTAL,5025201,8938376106.912516,2020,1,kerala
thiruvananthapuram,TOTAL,1957687,3050411160.545363,2020,1,kerala
kozhikode,TOTAL,1568774,2563142658.862935,2020,1,kerala
thrissur,TOTAL,1370029,2546348594.755377,2020,1,kerala
malappuram,TOTAL,1032834,1707013551.1569433,2020,1,kerala
kollam,TOTAL,773621,1132631398.2083387,2020,1,kerala
kottayam,TOTAL,752571,1330711260.7580514,2020,1,kerala
palakkad,TOTAL,715756,1196433777.4224691,2020,1,kerala
kannur,TOTAL,703334,1073577708.9427073,2020,1,kerala
alappuzha,TOTAL,655979,939182379.108365,2020,1,kerala
682016,TOTAL,1364356,2874455684.652919,2020,1,kerala
680001,TOTAL,497689,1117395607.5644667,2020,1,kerala
682003,TOTAL,421571,944514253.7696829,2020,1,kerala
695001,TOTAL,363718,794855059.3254321,2020,1,kerala
682042,TOTAL,359054,622312023.1150094,2020,1,kerala
673032,TOTAL,341861,721176207.0807674,2020,1,kerala
682036,TOTAL,227320,470520766.2242434,2020,1,kerala
686001,TOTAL,220877,506120170.92763764,2020,1,kerala
682024,TOTAL,117801,164795922.46555993,2020,1,kerala
695581,TOTAL,111524,133843168.6482603,2020,1,kerala
ernakulam,TOTAL,4530511,9056027224.418602,2020,2,kerala
thiruvananthapuram,TOTAL,1742767,2599631080.6226444,2020,2,kerala
kozhikode,TOTAL,1566564,2243504596.608429,2020,2,kerala
thrissur,TOTAL,1351787,2341058567.044311,2020,2,kerala
malappuram,TOTAL,1257378,1803201659.9709346,2020,2,kerala
kannur,TOTAL,998243,1189750957.3159876,2020,2,kerala
kollam,TOTAL,893973,1193885128.3700097,2020,2,kerala
palakkad,TOTAL,893115,1291966407.5463247,2020,2,kerala
kottayam,TOTAL,761782,1204970922.4053957,2020,2,kerala
